ID,title,authors,published,updated,abstract,categories,citations,arxiv_url,gscholar_url,journal
318,Resolving the Vergence-Accommodation Conflict in Head-Mounted Displays,['G Kramida'],,,,,166,,http://scholar.google.com/scholar?oi=bibs&cluster=7720620668154034228&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (7), 1912-1931"
319,Kernel-predicting convolutional networks for denoising Monte Carlo renderings,"['M Meyer', 'S Bako', 'T Vogels', 'A Harvill', '...', 'J NováK', 'B Mcwilliams', 'P Sen']",,,,,101,,http://scholar.google.com/scholar?oi=bibs&cluster=6120746394008367130&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-14"
320,Beyond Memorability: Visualization Recognition and Recall,"['NW Kim', 'Z Bylinskii', 'CS Yeh', 'D Borkin', '...', 'MA Borkin', 'CM Bainbridge']",,,,,133,,http://scholar.google.com/scholar?oi=bibs&cluster=13495490681226155738&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 519-528"
321,State of the Art in Transfer Functions for Direct Volume Rendering,"['P Ljung', 'M Hadwiger', 'E Groller', 'CD Hansen', 'J Krüger', 'A Ynnerman']",,,,,66,,http://scholar.google.com/scholar?oi=bibs&cluster=10875673596266638856&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (3), 669-691"
322,Improved Surface Quality in 3D Printing by Optimizing the Printing Direction,"['L Kobbelt', 'WM Wang', 'C Zanni']",,,,,55,,http://scholar.google.com/scholar?oi=bibs&cluster=8630396798125493866&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (2), 59-70"
323,Analysis and synthesis of 3D shape families via deep‐learned generative models of surfaces,"['B Marlin', 'E Kalogerakis', 'H Huang']",,,,,62,,http://scholar.google.com/scholar?oi=bibs&cluster=10124851464835467351&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (5), 25-38"
324,Montage4D: interactive seamless fusion of multiview video textures.,"['A Varshney', 'R Du', 'W Chang', 'M Chuang', 'H Hoppe']",,,,,24,,http://scholar.google.com/scholar?oi=bibs&cluster=3460734869926826514&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 5:1-5:11"
325,Multiresolution and fast decompression for optimal web-based rendering,"['F Ponchio', 'M Dellepiane']",,,,,18,,http://scholar.google.com/scholar?oi=bibs&cluster=9559323444400764128&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 88, 1-11"
326,Toward real-time 3D object recognition: A lightweight volumetric CNN framework using multitask learning,"['X Li', 'Y Guo', 'S Zhi', 'Y Liu']",,,,,39,,http://scholar.google.com/scholar?oi=bibs&cluster=1014259377112489583&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 71, 199-207"
327,Tanks and temples: benchmarking large-scale scene reconstruction,"['V Koltun', 'J Park', 'A Knapitsch', 'QY Zhou']",,,,,145,,http://scholar.google.com/scholar?oi=bibs&cluster=4996933639673643068&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-13"
328,Dynamic 3D avatar creation from hand-held video input,"['AE Ichim', 'S Bouaziz', 'M Pauly']",,,,,128,,http://scholar.google.com/scholar?oi=bibs&cluster=12277768444191413567&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-14"
329,Double Conformal Geometric Algebra for Quadrics and Darboux Cyclides.,"['E Hitzer', 'RB Easter']",,,,,10,,http://scholar.google.com/scholar?oi=bibs&cluster=2176824098026326600&btnI=1&nossl=1&hl=en&oe=ASCII,"CGI (Short Papers), 93-96"
330,Instant field-aligned meshes,"['D Panozzo', 'W Jakob', 'M Tarini', 'O Sorkine-Hornung']",,,,,119,,http://scholar.google.com/scholar?oi=bibs&cluster=8028350078420913471&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (6), 1-15"
331,Joint learning of image detail and transmission map for single image dehazing,"['W Ren', 'S Zhang', 'J Yao', 'F He']",,,,,38,,http://scholar.google.com/scholar?oi=bibs&cluster=6536545932238613421&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer, 1-12"
332,The Hologram in My Hand: How Effective is Interactive Exploration of 3D Visualizations in Immersive Tangible Augmented Reality?,"['M Cordeil', 'J Beyer', 'H Pfister', 'B Bach', 'R Sicat']",,,,,98,,http://scholar.google.com/scholar?oi=bibs&cluster=11826275988058500921&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 24 (1), 457-467"
333,Self Tuning Texture Optimization,"['B Neubert', 'D Lischinski', 'A Kaspar', 'M Pauly', 'J Kopf']",,,,,64,,http://scholar.google.com/scholar?oi=bibs&cluster=12150567648605881912&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (2), 349-359"
334,Real-time facial animation with image-based dynamic avatars,"['T Shao', 'C Cao', 'Y Weng', 'K Zhou', 'H Wu']",,,,,92,,http://scholar.google.com/scholar?oi=bibs&cluster=7152509457634685486&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-12"
335,Convolutional neural networks on surfaces via seamless toric covers,"['E Yumer', 'N Dym', 'M Galun', 'M Trope', '...', 'N Aigerman', 'H Maron', 'VG Kim']",,,,,90,,http://scholar.google.com/scholar?oi=bibs&cluster=3755553669350101173&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-10"
336,High-quality streamable free-viewpoint video,"['D Gillett', 'D Evseev', 'D Calabrese', 'P Sweeney', '...', 'M Chuang', 'A Collet']",,,,,208,,http://scholar.google.com/scholar?oi=bibs&cluster=10457080513122513408&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-13"
337,Interactive Visual Discovering of Movement Patterns from Sparsely Sampled Geo-tagged Social Media Data,"['Z Wang', 'X Zhang', 'X Yuan', 'S Chen', 'J Liang', 'J Zhang', 'C Guo']",,,,,97,,http://scholar.google.com/scholar?oi=bibs&cluster=6835068405696930850&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 270-279"
338,Palette-based photo recoloring,"['O Fried', 'A Finkelstein', 'Y Liu', 'H Chang', 'S DiVerdi']",,,,,113,,http://scholar.google.com/scholar?oi=bibs&cluster=12399644416665555051&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-11"
339,Learning a model of facial shape and expression from 4D scans,"['MJ Black', 'J Romero', 'H Li', 'T Li', 'T Bolkart']",,,,,86,,http://scholar.google.com/scholar?oi=bibs&cluster=12545908227329232832&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (6), 1-17"
340,The Emerging Genre of Data Comics,"['H Pfister', 'S Carpendale', 'NH Riche', 'B Bach']",,,,,28,,http://scholar.google.com/scholar?oi=bibs&cluster=854412064874323895&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 37 (3), 6-13"
341,Spherical layout and rendering methods for immersive graph visualization,"['K Lee', 'OH Kwon', 'C Muelder', 'KL Ma']",,,,,20,,http://scholar.google.com/scholar?oi=bibs&cluster=4785446481993860310&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Pacific Visualization Symposium (PacificVis), 63-67"
342,SMPL: a skinned multi-person linear model,"['MJ Black', 'J Romero', 'G Pons-Moll', 'N Mahmood', 'M Loper']",,,,,620,,http://scholar.google.com/scholar?oi=bibs&cluster=2337848845105698621&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (6), 1-16"
343,SentiCompass: Interactive visualization for exploring and comparing the sentiments of time-varying twitter data,"['M Roche', 'A Sallaberry', 'K Klein', 'FY Wang', 'M Takatsuka']",,,,,21,,http://scholar.google.com/scholar?oi=bibs&cluster=6432234664108773267&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Pacific Visualization Symposium (PacificVis), 129-133"
344,Guidance in the human–machine analytics process,"['A Jena', 'J Yang', 'C Collins', 'N Andrienko', 'J Choo', 'T Schreck', '...', 'U Engelke']",,,,,18,,http://scholar.google.com/scholar?oi=bibs&cluster=16027121836903537399&btnI=1&nossl=1&hl=en&oe=ASCII,"Visual Informatics 2 (3), 166-180"
345,LOD Generation for Urban Scenes,"['F Lafarge', 'P Alliez', 'Y Verdie']",,,,,96,,http://scholar.google.com/scholar?oi=bibs&cluster=14089842847128207874&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (3), 1-14"
346,Evaluating and Optimizing Evacuation Plans for Crowd Egress,"['P Faloutsos', 'M Usman', 'VJ Cassol', '...', 'G Berseth', 'ES Testa', 'CR Jung']",,,,,28,,http://scholar.google.com/scholar?oi=bibs&cluster=17701295307992217713&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 37 (4), 60-71"
347,Single image dehazing via an improved atmospheric scattering model,"['X Wang', 'D Zhang', 'M Ju']",,,,,39,,http://scholar.google.com/scholar?oi=bibs&cluster=10651344577613787256&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 33 (12), 1613-1625"
348,Semantic Interaction: Coupling Cognition and Computation through Usable Interactive Analytics,"['C North', 'A Endert', 'M Zhou', 'R Chang']",,,,,31,,http://scholar.google.com/scholar?oi=bibs&cluster=17284595232050334212&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (4), 94-99"
349,The affine particle-in-cell method,"['A Selle', 'A Stomakhin', 'J Teran', 'C Schroeder', 'C Jiang']",,,,,147,,http://scholar.google.com/scholar?oi=bibs&cluster=1369898904463161024&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-10"
350,Time Curves: Folding Time to Visualize Patterns of Temporal Evolution in Data,"['C Shi', 'P Dragicevic', 'T Madhyastha', 'B Bach', 'N Heulot', 'T Grabowski']",,,,,97,,http://scholar.google.com/scholar?oi=bibs&cluster=16759911685577866373&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 559-568"
351,VA 2: A Visual Analytics Approach for Evaluating Visual Analytics Applications,"['T Ertl', 'M John', 'T Blascheck', 'K Kurzhals', 'S Koch']",,,,,74,,http://scholar.google.com/scholar?oi=bibs&cluster=8876399615514715816&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 61-70"
352,The effects of virtual human's spatial and behavioral coherence with physical objects on social presence in AR,"['D Maloney', 'K Kim', 'G Bruder', 'GF Welch', 'JN Bailenson']",,,,,26,,http://scholar.google.com/scholar?oi=bibs&cluster=15586108606341978363&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Animation and Virtual Worlds 28 (3-4), e1771"
353,"Hashedcubes: Simple, Low Memory, Real-Time Visual Exploration of Big Data","['CAL Pahins', 'C Scheidegger', 'JLD Comba', 'SA Stephens']",,,,,70,,http://scholar.google.com/scholar?oi=bibs&cluster=1852281307733254387&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 671-680"
354,Using a Virtual Maze Task to Assess Spatial Short-term Memory in Adults.,"['S Cárdenas-Delgado', '...', 'MCJ Lizandra', 'M Méndez-López']",,,,,8,,http://scholar.google.com/scholar?oi=bibs&cluster=848819755410598269&btnI=1&nossl=1&hl=en&oe=ASCII,"VISIGRAPP (1: GRAPP), 46-57"
355,Fully automatic generation of anatomical face simulation models,"['JL E', 'M Cong', 'R Fedkiw', 'KS Bhat', 'M Bao']",,,,,28,,http://scholar.google.com/scholar?oi=bibs&cluster=5841417284896289073&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 14th ACM SIGGRAPH/Eurographics Symposium on Computer …
356,DropoutSeer: Visualizing learning patterns in Massive Open Online Courses for dropout reasoning and prediction,"['K Veeramachaneni', 'S Boyer', 'Y Chen', 'M Zhao', 'H Qu', 'Q Chen']",,,,,34,,http://scholar.google.com/scholar?oi=bibs&cluster=6648347884737444221&btnI=1&nossl=1&hl=en&oe=ASCII,"2016 IEEE Conference on Visual Analytics Science and Technology (VAST), 111-120"
357,State of the Art in Mobile Volume Rendering on iOS Devices.,"['J Krüger', 'A Schiewe', 'M Anstoots']",,,,,13,,http://scholar.google.com/scholar?oi=bibs&cluster=8730371214759106257&btnI=1&nossl=1&hl=en&oe=ASCII,"EuroVis (Short Papers), 139-143"
358,Interactive Rendering and Stylization of Transportation Networks using Distance Fields,"['A Semmo', 'J Döllner', 'M Trapp']",,,,,13,,http://scholar.google.com/scholar?oi=bibs&cluster=2309384031213425053&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 10th International Conference on Computer Graphics Theory …
359,ClothCap: seamless 4D clothing capture and retargeting,"['MJ Black', 'S Hu', 'G Pons-Moll', 'S Pujades']",,,,,123,,http://scholar.google.com/scholar?oi=bibs&cluster=1587162403073867686&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-15"
360,"Warning, Bias May Occur: A Proposed Approach to Detecting Cognitive Bias in Interactive Visual Analytics","['A Endert', 'L Franklin', 'E Wall', 'LM Blaha']",,,,,45,,http://scholar.google.com/scholar?oi=bibs&cluster=15497711287687630373&btnI=1&nossl=1&hl=en&oe=ASCII,"2017 IEEE Conference on Visual Analytics Science and Technology (VAST), 104-115"
361,Two-shot SVBRDF capture for stationary materials,"['M Aittala', 'T Weyrich', 'J Lehtinen']",,,,,89,,http://scholar.google.com/scholar?oi=bibs&cluster=10112531025495966031&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-13"
362,Two real-world case studies on 3D web applications for participatory urban planning.,"['C Florea', 'T Hurskainen', 'T Alatalo', 'M Pouke', 'T Ojala', 'T Koskela']",,,,,17,,http://scholar.google.com/scholar?oi=bibs&cluster=5331429578794938817&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 11:1-11:9"
363,Semantic shape editing using deformation handles,"['JK Hodgins', 'S Chaudhuri', 'LB Kara', 'ME Yumer']",,,,,107,,http://scholar.google.com/scholar?oi=bibs&cluster=5755026306175607554&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-12"
364,"In Situ Methods, Infrastructures, and Applications on High Performance Computing Platforms","['H Childs', 'J Ahrens', 'K Moreland', 'AC Bauer', 'S Klasky', '...', 'H Abbasi', 'B Geveci']",,,,,101,,http://scholar.google.com/scholar?oi=bibs&cluster=2879340232052456554&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (3), 577-597"
365,The Anchoring Effect in Decision-Making with Visual Analytics,"['R Wesslen', 'I Cho', 'A Karduni', 'S Shaikh', 'W Dou', 'S Santhanam']",,,,,24,,http://scholar.google.com/scholar?oi=bibs&cluster=14913235345019817367&btnI=1&nossl=1&hl=en&oe=ASCII,"2017 IEEE Conference on Visual Analytics Science and Technology (VAST), 116-126"
366,Applying geometric constraints for perfecting CAD models in reverse engineering,"['I Kovács', 'P Salvi', 'T Várady']",,,,,31,,http://scholar.google.com/scholar?oi=bibs&cluster=9396914052347578454&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 82, 44-57"
367,JumpCut: non-successive mask transfer and interpolation for video cutout,"['Q Fan', 'F Zhong', 'D Lischinski', 'B Chen', 'D Cohen-Or']",,,,,99,,http://scholar.google.com/scholar?oi=bibs&cluster=7740321506188482181&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (6), 1-10"
368,Extended TimeWarp latency compensation for virtual reality.,"['D Evangelakos', 'M Mara']",,,,,16,,http://scholar.google.com/scholar?oi=bibs&cluster=11076087147493291972&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 193-194"
369,Very High Frame Rate Volumetric Integration of Depth Images on Mobile Devices,"['CY Ren', 'X Sun', 'D Murray', 'O Kähler', 'VA Prisacariu', 'P Torr']",,,,,203,,http://scholar.google.com/scholar?oi=bibs&cluster=2983583513468574154&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 21 (11), 1241-1250"
370,Personal Visualization and Personal Visual Analytics,"['M Tory', 'L Bartram', 'S Bateman', 'S Carpendale', '...', 'BA Aseniero', 'D Huang']",,,,,193,,http://scholar.google.com/scholar?oi=bibs&cluster=11749903023131327675&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Annals of the History of Computing, 420-433"
371,What is in a Rumour: Combined Visual Analysis of Rumour Flow and User Activity.,"['EE Milios', 'R Minghim', 'A Dang', ""A Moh'd""]",,,,,15,,http://scholar.google.com/scholar?oi=bibs&cluster=13165958982738862488&btnI=1&nossl=1&hl=en&oe=ASCII,"CGI (Short Papers), 17-20"
372,Blind inpainting using the fully convolutional neural network,"['H Wang', 'BWK Ling', 'Z Yang', 'N Cai', 'Z Su', 'Z Lin']",,,,,42,,http://scholar.google.com/scholar?oi=bibs&cluster=6891681034560438550&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 33 (2), 249-261"
373,Convolutional neural networks for crowd behaviour analysis: a survey,"['DK Vishwakarma', 'K Singh', 'G Tripathi']",,,,,38,,http://scholar.google.com/scholar?oi=bibs&cluster=5323600679784212582&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 35 (5), 753-776"
374,"Comparison of gesture, gamepad, and gaze-based locomotion for VR worlds.",['JCS Cardoso'],,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=13681735175650785005&btnI=1&nossl=1&hl=en&oe=ASCII,"VRST, 319-320"
375,"A material point method for viscoelastic fluids, foams and sponges","['T Gast', 'A Stomakhin', 'J Teran', 'D Ram', 'C Schroeder', '...', 'C Jiang']",,,,,58,,http://scholar.google.com/scholar?oi=bibs&cluster=11786994698759214129&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 14th ACM SIGGRAPH/Eurographics Symposium on Computer …
376,Effects of Field of View and Visual Complexity on Virtual Reality Training Effectiveness for a Visual Scanning Task,"['S Scerbo', 'RP McMahan', 'ED Ragan', 'R Kopper', 'C Stinson', 'DA Bowman']",,,,,93,,http://scholar.google.com/scholar?oi=bibs&cluster=10192281412046397064&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 21 (7), 794-807"
377,Visualizing the Evolution of Communities in Dynamic Graphs,"['C Vehlow', 'D Weiskopf', 'P Auwärter', 'F Beck']",,,,,55,,http://scholar.google.com/scholar?oi=bibs&cluster=5750894039135367430&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (1), 277-288"
378,A shape sampling technique via particle tracing for CAD models,"['E Gunpinar', 'S Gunpinar']",,,,,15,,http://scholar.google.com/scholar?oi=bibs&cluster=7462302662223959976&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 96, 11-29"
379,ECharts: A declarative framework for rapid construction of web-based visualization,"['H Mei', 'W Chen', 'D Li', 'M Zu', 'W Zhang', 'Y Shen', 'S Su', 'J Wang']",,,,,52,,http://scholar.google.com/scholar?oi=bibs&cluster=5395089907247180585&btnI=1&nossl=1&hl=en&oe=ASCII,"Visual Informatics 2 (2), 136-146"
380,The light field stereoscope: immersive computer graphics via factored near-eye light field displays with focus cues,"['FC Huang', 'K Chen', 'G Wetzstein']",,,,,265,,http://scholar.google.com/scholar?oi=bibs&cluster=8397688588567411597&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-12"
381,Streamline Variability Plots for Characterizing the Uncertainty in Vector Field Ensembles,"['R Westermann', 'F Ferstl', 'K Bürger']",,,,,77,,http://scholar.google.com/scholar?oi=bibs&cluster=15351629890112791454&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 767-776"
382,Hybrid-treemap layouting,"['S Hahn', 'J Döllner']",,,,,13,,http://scholar.google.com/scholar?oi=bibs&cluster=1716294183648604344&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the Eurographics/IEEE VGTC Conference on Visualization: Short …
383,Audio-driven facial animation by joint end-to-end learning of pose and emotion,"['A Herva', 'T Aila', 'S Laine', 'T Karras', 'J Lehtinen']",,,,,106,,http://scholar.google.com/scholar?oi=bibs&cluster=1628797799687817632&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 36 (4), 1-12"
384,Low-order reconstruction operators on polyhedral meshes: application to compatible discrete operator schemes,"['DA Di Pietro', 'A Ern', 'J Bonelle']",,,,,25,,http://scholar.google.com/scholar?oi=bibs&cluster=16923483002686533843&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 35, 27-41"
385,Objective Quality Assessment and Perceptual Compression of Screen Content Images,"['Z Wang', 'W Lin', 'K Zeng', 'K Gu', 'S Wang']",,,,,44,,http://scholar.google.com/scholar?oi=bibs&cluster=17085516767460304874&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 38 (1), 47-58"
386,Towards foveated rendering for gaze-tracked virtual reality,"['C Wyman', 'A Patney', 'D Luebke', '...', 'M Salvi', 'N Benty', 'A Kaplanyan', 'J Kim']",,,,,174,,http://scholar.google.com/scholar?oi=bibs&cluster=2007626367992907695&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (6), 1-12"
387,Missing the point: an exploration of how to guide users' attention during cinematic virtual reality.,"['NC Nilsson', 'SD Hartmeyer', 'TCM Ljung', '...', 'MB Møller', 'R Nordahl', 'LT Nielsen']",,,,,54,,http://scholar.google.com/scholar?oi=bibs&cluster=17530062231379572745&btnI=1&nossl=1&hl=en&oe=ASCII,"VRST, 229-232"
388,Guided Mesh Normal Filtering,"['B Deng', 'S Bouaziz', 'J Zhang', 'W Zhang', 'L Liu']",,,,,83,,http://scholar.google.com/scholar?oi=bibs&cluster=1863826307038929056&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (7), 23-34"
389,MobilityGraphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,"['F Brodkorb', 'T von Landesberger', 'P Roskosch', 'N Andrienko', '...', 'G Andrienko']",,,,,135,,http://scholar.google.com/scholar?oi=bibs&cluster=18005405545066084458&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 11-20"
390,Soli: ubiquitous gesture sensing with millimeter wave radar,"['E Olson', 'C Schwesig', 'N Gillian', '...', 'P Amihood', 'J Lien', 'ME Karagozler']",,,,,314,,http://scholar.google.com/scholar?oi=bibs&cluster=13173955939801012067&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-19"
391,3D entity-based stereo matching with ground control points and joint second-order smoothness prior,"['Z Wang', 'C Li', 'F Mei', 'J Liu']",,,,,33,,http://scholar.google.com/scholar?oi=bibs&cluster=7273055091326148275&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (9), 1253-1269"
392,Direct immersogeometric fluid flow analysis using B-rep CAD models,"['F Xu', 'A Krishnamurthy', 'MC Hsu', 'AJ Herrema', 'C Wang']",,,,,36,,http://scholar.google.com/scholar?oi=bibs&cluster=5024074329959066801&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 43, 143-158"
393,Motion reconstruction using very few accelerometers and ground contacts,"['G Tao', 'B Krüger', 'A Weber', 'Q Riaz']",,,,,29,,http://scholar.google.com/scholar?oi=bibs&cluster=17777807032144340141&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 79, 23-38"
394,SSVDAGs: symmetry-aware sparse voxel DAGs.,"['F Marton', 'E Gobbetti', 'AJ Villanueva']",,,,,21,,http://scholar.google.com/scholar?oi=bibs&cluster=3739956100685260759&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 7-14"
395,Urbane: A 3D framework to support data driven decision making in urban development,"['M Park', 'H Doraiswamy', 'M Lage', 'N Ferreira', 'H Vo', 'H Werner', '...', 'L Wilson']",,,,,48,,http://scholar.google.com/scholar?oi=bibs&cluster=12498137238481996470&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Conference on Visual Analytics Science and Technology (VAST), 97-104"
396,Visual Text Analysis in Digital Humanities,"['S Jänicke', 'G Franzini', 'G Scheuermann', 'MF Cheema']",,,,,59,,http://scholar.google.com/scholar?oi=bibs&cluster=964876928540889862&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 36 (6), 226-250"
397,Art-directed muscle simulation for high-end facial animation,"['KS Bhat', 'M Cong', 'R Fedkiw']",,,,,22,,http://scholar.google.com/scholar?oi=bibs&cluster=12935631331444166418&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the ACM SIGGRAPH/Eurographics Symposium on Computer Animation …
398,Visualizing Dataflow Graphs of Deep Learning Models in TensorFlow,"['D Smilkov', 'J Wexler', 'J Wilson', 'K Wongsuphasawat', 'D Mané', '...', 'D Fritz']",,,,,157,,http://scholar.google.com/scholar?oi=bibs&cluster=10686455819068863663&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 24 (1), 1-12"
399,Automatically scheduling halide image processing pipelines,"['D Sharlet', 'A Adams', 'K Fatahalian', 'RT Mullapudi', 'J Ragan-Kelley']",,,,,88,,http://scholar.google.com/scholar?oi=bibs&cluster=9007610239189704140&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (4), 1-11"
400,Rapid Delaunay triangulation for randomly distributed point cloud data using adaptive Hilbert curve,"['Z Lv', 'X Li', 'T Su', 'W Wang', 'W Wu']",,,,,129,,http://scholar.google.com/scholar?oi=bibs&cluster=10083275598269098714&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 54, 65-74"
401,SnapNet: 3D point cloud semantic labeling with 2D deep segmentation networks,"['N Audebert', 'J Guerry', 'B Le Saux', 'A Boulch']",,,,,64,,http://scholar.google.com/scholar?oi=bibs&cluster=11483200480567452554&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 71, 189-198"
402,Legomotion: scalable walking-based virtual locomotion,"['S Tregillus', 'J Bhandari', 'E Folmer']",,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=2892406784907683820&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 23rd ACM Symposium on Virtual Reality Software and …
403,Ivy: Exploring Spatially Situated Visual Programming for Authoring and Understanding Intelligent Environments,"['M Annett', 'B Ens', 'T Grossman', 'P Irani', 'G Fitzmaurice', 'F Anderson']",,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=17741483216722162645&btnI=1&nossl=1&hl=en&oe=ASCII,"Proceedings of the 43rd Graphics Interface Conference, 156-162"
404,Maximizing Smart Factory Systems by Incrementally Updating Point Clouds,"['JS Carlson', 'R Berlin', 'E Shellshear']",,,,,46,,http://scholar.google.com/scholar?oi=bibs&cluster=2497528450802033200&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (2), 62-69"
