ID,title,authors,published,updated,abstract,categories,citations,arxiv_url,gscholar_url,journal
356,"Distill, Adapt, Distill: Training Small, In-Domain Models for Neural  Machine Translation","['Kevin Duh', 'Mitchell A. Gordon']",2020-03-05T19:14:33Z,2020-06-23T17:21:56Z,"We explore best practices for training small, memory efficient machinetranslation models with sequence-level knowledge distillation in the domainadaptation setting. While both domain adaptation and knowledge distillation arewidely-used, their interaction remains little understood. Our large-scaleempirical results in machine translation (on three language pairs with threedomains each) suggest distilling twice for best performance: once usinggeneral-domain data and again using in-domain data with an adapted teacher.",['cs.CL'],,http://arxiv.org/abs/2003.02877v3,,
357,Subformer: Exploring Weight Sharing for Parameter Efficiency in  Generative Transformers,"['Machel Reid', 'Yutaka Matsuo', 'Edison Marrese-Taylor']",2021-01-01T13:53:22Z,2021-01-01T13:53:22Z,"The advent of the Transformer can arguably be described as a driving forcebehind many of the recent advances in natural language processing. However,despite their sizeable performance improvements, as recently shown, the modelis severely over-parameterized, being parameter inefficient and computationallyexpensive to train. Inspired by the success of parameter-sharing in pretraineddeep contextualized word representation encoders, we explore parameter-sharingmethods in Transformers, with a specific focus on encoder-decoder models forsequence-to-sequence tasks such as neural machine translation. We perform ananalysis of different parameter sharing/reduction methods and develop theSubformer, a parameter efficient Transformer-based model which combines thenewly proposed Sandwich-style parameter sharing technique - designed toovercome the deficiencies in naive cross-layer parameter sharing for generativemodels - and self-attentive embedding factorization (SAFE). Experiments onmachine translation, abstractive summarization, and language modeling show thatthe Subformer can outperform the Transformer even when using significantlyfewer parameters.","['cs.CL', 'cs.LG']",,http://arxiv.org/abs/2101.00234v1,,
358,The CLaC Discourse Parser at CoNLL-2015,"['Majid Laali', 'Leila Kosseim', 'Elnaz Davoodi']",2017-08-19T14:43:50Z,2017-08-19T14:43:50Z,"This paper describes our submission (kosseim15) to the CoNLL-2015 shared taskon shallow discourse parsing. We used the UIMA framework to develop our parserand used ClearTK to add machine learning functionality to the UIMA framework.Overall, our parser achieves a result of 17.3 F1 on the identification ofdiscourse relations on the blind CoNLL-2015 test set, ranking in sixth place.",['cs.CL'],,http://arxiv.org/abs/1708.05857v1,,
359,A Geometry-Inspired Attack for Generating Natural Language Adversarial  Examples,"['Zhao Meng', 'Roger Wattenhofer']",2020-10-03T12:58:47Z,2020-10-03T12:58:47Z,"Generating adversarial examples for natural language is hard, as naturallanguage consists of discrete symbols, and examples are often of variablelengths. In this paper, we propose a geometry-inspired attack for generatingnatural language adversarial examples. Our attack generates adversarialexamples by iteratively approximating the decision boundary of Deep NeuralNetworks (DNNs). Experiments on two datasets with two different models showthat our attack fools natural language models with high success rates, whileonly replacing a few words. Human evaluation shows that adversarial examplesgenerated by our attack are hard for humans to recognize. Further experimentsshow that adversarial training can improve model robustness against our attack.",['cs.CL'],,http://arxiv.org/abs/2010.01345v1,,
360,Multilingual Hierarchical Attention Networks for Document Classification,"['Nikolaos Pappas', 'Andrei Popescu-Belis']",2017-07-04T10:28:04Z,2017-09-15T10:47:26Z,"Hierarchical attention networks have recently achieved remarkable performancefor document classification in a given language. However, when multilingualdocument collections are considered, training such models separately for eachlanguage entails linear parameter growth and lack of cross-language transfer.Learning a single multilingual model with fewer parameters is therefore achallenging but potentially beneficial objective. To this end, we proposemultilingual hierarchical attention networks for learning document structures,with shared encoders and/or shared attention mechanisms across languages, usingmulti-task learning and an aligned semantic space as input. We evaluate theproposed models on multilingual document classification with disjoint labelsets, on a large dataset which we provide, with 600k news documents in 8languages, and 5k labels. The multilingual models outperform monolingual onesin low-resource as well as full-resource settings, and use fewer parameters,thus confirming their computational efficiency and the utility ofcross-language transfer.",['cs.CL'],,http://arxiv.org/abs/1707.00896v4,,
361,Deformable Stacked Structure for Named Entity Recognition,"['Xipeng Qiu', 'Shuyang Cao', 'Xuanjing Huang']",2018-09-24T02:42:40Z,2018-09-28T07:37:12Z,"Neural architecture for named entity recognition has achieved great successin the field of natural language processing. Currently, the dominatingarchitecture consists of a bi-directional recurrent neural network (RNN) as theencoder and a conditional random field (CRF) as the decoder. In this paper, wepropose a deformable stacked structure for named entity recognition, in whichthe connections between two adjacent layers are dynamically established. Weevaluate the deformable stacked structure by adapting it to different layers.Our model achieves the state-of-the-art performances on the OntoNotes dataset.",['cs.CL'],,http://arxiv.org/abs/1809.08730v2,,
362,Extracting Temporal and Causal Relations between Events,['Paramita Mirza'],2016-04-27T15:52:18Z,2016-04-27T15:52:18Z,"Structured information resulting from temporal information processing iscrucial for a variety of natural language processing tasks, for instance togenerate timeline summarization of events from news documents, or to answertemporal/causal-related questions about some events. In this thesis we presenta framework for an integrated temporal and causal relation extraction system.We first develop a robust extraction component for each type of relations, i.e.temporal order and causality. We then combine the two extraction componentsinto an integrated relation extraction system, CATENA---CAusal and Temporalrelation Extraction from NAtural language texts---, by utilizing thepresumption about event precedence in causality, that causing events musthappened BEFORE resulting events. Several resources and techniques to improveour relation extraction systems are also discussed, including word embeddingsand training data expansion. Finally, we report our adaptation efforts oftemporal information processing for languages other than English, namelyItalian and Indonesian.",['cs.CL'],,http://arxiv.org/abs/1604.08120v1,,
363,Frame-Based Continuous Lexical Semantics through Exponential Family  Tensor Factorization and Semantic Proto-Roles,"['Francis Ferraro', 'Ryan Cotterell', 'Adam Poliak', 'Benjamin Van Durme']",2017-06-29T03:19:39Z,2017-06-29T03:19:39Z,"We study how different frame annotations complement one another when learningcontinuous lexical semantics. We learn the representations from a tensorizedskip-gram model that consistently encodes syntactic-semantic content better,with multiple 10% gains over baselines.",['cs.CL'],,http://arxiv.org/abs/1706.09562v1,,
364,Reasoning with Memory Augmented Neural Networks for Language  Comprehension,"['Hong Yu', 'Tsendsuren Munkhdalai']",2016-10-20T15:17:04Z,2017-02-28T17:06:17Z,"Hypothesis testing is an important cognitive process that supports humanreasoning. In this paper, we introduce a computational hypothesis testingapproach based on memory augmented neural networks. Our approach involves ahypothesis testing loop that reconsiders and progressively refines a previouslyformed hypothesis in order to generate new hypotheses to test. We apply theproposed approach to language comprehension task by using Neural SemanticEncoders (NSE). Our NSE models achieve the state-of-the-art results showing anabsolute improvement of 1.2% to 2.6% accuracy over previous results obtained bysingle and ensemble systems on standard machine comprehension benchmarks suchas the Children's Book Test (CBT) and Who-Did-What (WDW) news article datasets.","['cs.CL', 'cs.AI', 'cs.NE', 'stat.ML']",,http://arxiv.org/abs/1610.06454v2,,
365,Explaining Sequence-Level Knowledge Distillation as Data-Augmentation  for Neural Machine Translation,"['Kevin Duh', 'Mitchell A. Gordon']",2019-12-06T20:27:38Z,2019-12-06T20:27:38Z,"Sequence-level knowledge distillation (SLKD) is a model compression techniquethat leverages large, accurate teacher models to train smaller,under-parameterized student models. Why does pre-processing MT data with SLKDhelp us train smaller models? We test the common hypothesis that SLKD addressesa capacity deficiency in students by ""simplifying"" noisy data points and findit unlikely in our case. Models trained on concatenations of original and""simplified"" datasets generalize just as well as baseline SLKD. We then proposean alternative hypothesis under the lens of data augmentation andregularization. We try various augmentation strategies and observe that dropoutregularization can become unnecessary. Our methods achieve BLEU gains of0.7-1.2 on TED Talks.",['cs.CL'],,http://arxiv.org/abs/1912.03334v1,,
366,NTUA-SLP at SemEval-2018 Task 3: Tracking Ironic Tweets using Ensembles  of Word and Character Level Attentive RNNs,"['Athanasia Kolovou', 'Nikos Athanasiou', 'Nikolaos Ellinas', 'Alexandros Potamianos', 'Georgios Paraskevopoulos', 'Pinelopi Papalampidi', 'Christos Baziotis']",2018-04-18T11:35:56Z,2018-04-18T11:35:56Z,"In this paper we present two deep-learning systems that competed atSemEval-2018 Task 3 ""Irony detection in English tweets"". We design and ensembletwo independent models, based on recurrent neural networks (Bi-LSTM), whichoperate at the word and character level, in order to capture both the semanticand syntactic information in tweets. Our models are augmented with aself-attention mechanism, in order to identify the most informative words. Theembedding layer of our word-level model is initialized with word2vec wordembeddings, pretrained on a collection of 550 million English tweets. We didnot utilize any handcrafted features, lexicons or external datasets as priorinformation and our models are trained end-to-end using back propagation onconstrained data. Furthermore, we provide visualizations of tweets withannotations for the salient tokens of the attention layer that can help tointerpret the inner workings of the proposed models. We ranked 2nd out of 42teams in Subtask A and 2nd out of 31 teams in Subtask B. However,post-task-completion enhancements of our models achieve state-of-the-artresults ranking 1st for both subtasks.",['cs.CL'],,http://arxiv.org/abs/1804.06659v1,,
367,Emoji-Powered Representation Learning for Cross-Lingual Sentiment  Classification,"['Sheng Shen', 'Ziniu Hu', 'Qiaozhu Mei', 'Zhenpeng Chen', 'Xuanzhe Liu', 'Xuan Lu']",2018-06-07T08:23:11Z,2019-03-25T07:16:15Z,"Sentiment classification typically relies on a large amount of labeled data.In practice, the availability of labels is highly imbalanced among differentlanguages, e.g., more English texts are labeled than texts in any otherlanguages, which creates a considerable inequality in the quality of relatedinformation services received by users speaking different languages. To tacklethis problem, cross-lingual sentiment classification approaches aim to transferknowledge learned from one language that has abundant labeled examples (i.e.,the source language, usually English) to another language with fewer labels(i.e., the target language). The source and the target languages are usuallybridged through off-the-shelf machine translation tools. Through such achannel, cross-language sentiment patterns can be successfully learned fromEnglish and transferred into the target languages. This approach, however,often fails to capture sentiment knowledge specific to the target language, andthus compromises the accuracy of the downstream classification task. In thispaper, we employ emojis, which are widely available in many languages, as a newchannel to learn both the cross-language and the language-specific sentimentpatterns. We propose a novel representation learning method that uses emojiprediction as an instrument to learn respective sentiment-aware representationsfor each language. The learned representations are then integrated tofacilitate cross-lingual sentiment classification. The proposed methoddemonstrates state-of-the-art performance on benchmark datasets, which issustained even when sentiment labels are scarce.",['cs.IR'],,http://arxiv.org/abs/1806.02557v2,,
368,AdvExpander: Generating Natural Language Adversarial Examples by  Expanding Text,"['Jiyong Zhang', 'Zhihong Shao', 'Zhongqin Wu', 'Minlie Huang', 'Zitao Liu']",2020-12-18T13:50:17Z,2020-12-18T13:50:17Z,"Adversarial examples are vital to expose the vulnerability of machinelearning models. Despite the success of the most popular substitution-basedmethods which substitutes some characters or words in the original examples,only substitution is insufficient to uncover all robustness issues of models.In this paper, we present AdvExpander, a method that crafts new adversarialexamples by expanding text, which is complementary to previoussubstitution-based methods. We first utilize linguistic rules to determinewhich constituents to expand and what types of modifiers to expand with. Wethen expand each constituent by inserting an adversarial modifier searched froma CVAE-based generative model which is pre-trained on a large scale corpus. Tosearch adversarial modifiers, we directly search adversarial latent codes inthe latent space without tuning the pre-trained parameters. To ensure that ouradversarial examples are label-preserving for text matching, we also constrainthe modifications with a heuristic rule. Experiments on three classificationtasks verify the effectiveness of AdvExpander and the validity of ouradversarial examples. AdvExpander crafts a new type of adversarial examples bytext expansion, thereby promising to reveal new robustness issues.",['cs.CL'],,http://arxiv.org/abs/2012.10235v1,,
369,DeepStance at SemEval-2016 Task 6: Detecting Stance in Tweets Using  Character and Word-Level CNNs,"['Deb Roy', 'Ivan Sysoev', 'Prashanth Vijayaraghavan', 'Soroush Vosoughi']",2016-06-17T22:32:50Z,2016-06-17T22:32:50Z,"This paper describes our approach for the Detecting Stance in Tweets task(SemEval-2016 Task 6). We utilized recent advances in short text categorizationusing deep learning to create word-level and character-level models. The choicebetween word-level and character-level models in each particular case wasinformed through validation performance. Our final system is a combination ofclassifiers using word-level or character-level models. We also employed noveldata augmentation techniques to expand and diversify our training dataset, thusmaking our system more robust. Our system achieved a macro-average precision,recall and F1-scores of 0.67, 0.61 and 0.635 respectively.","['cs.CL', 'cs.SI']",,http://arxiv.org/abs/1606.05694v1,,
370,Finding Function in Form: Compositional Character Models for Open  Vocabulary Word Representation,"['Silvio Amir', 'Luís Marujo', 'Isabel Trancoso', 'Alan W. Black', 'Ramón Fernandez Astudillo', 'Wang Ling', 'Chris Dyer', 'Tiago Luís']",2015-08-09T23:41:38Z,2016-05-23T20:57:19Z,"We introduce a model for constructing vector representations of words bycomposing characters using bidirectional LSTMs. Relative to traditional wordrepresentation models that have independent vectors for each word type, ourmodel requires only a single vector per character type and a fixed set ofparameters for the compositional model. Despite the compactness of this modeland, more importantly, the arbitrary nature of the form-function relationshipin language, our ""composed"" word representations yield state-of-the-art resultsin language modeling and part-of-speech tagging. Benefits over traditionalbaselines are particularly pronounced in morphologically rich languages (e.g.,Turkish).",['cs.CL'],,http://arxiv.org/abs/1508.02096v2,,
371,Towards Neural Machine Translation with Latent Tree Attention,"['Richard Socher', 'James Bradbury']",2017-09-06T17:44:53Z,2017-09-06T17:44:53Z,"Building models that take advantage of the hierarchical structure of languagewithout a priori annotation is a longstanding goal in natural languageprocessing. We introduce such a model for the task of machine translation,pairing a recurrent neural network grammar encoder with a novel attentionalRNNG decoder and applying policy gradient reinforcement learning to induceunsupervised tree structures on both the source and target. When trained oncharacter-level datasets with no explicit segmentation or parse annotation, themodel learns a plausible segmentation and shallow parse, obtaining performanceclose to an attentional baseline.","['cs.CL', 'cs.AI']",,http://arxiv.org/abs/1709.01915v1,,
372,FEUP at SemEval-2017 Task 5: Predicting Sentiment Polarity and Intensity  with Financial Word Embeddings,"['Eduarda Mendes Rodrigues', 'Eugénio Oliveira', 'Carlos Soares', 'Pedro Saleiro']",2017-04-17T18:48:00Z,2017-04-17T18:48:00Z,"This paper presents the approach developed at the Faculty of Engineering ofUniversity of Porto, to participate in SemEval 2017, Task 5: Fine-grainedSentiment Analysis on Financial Microblogs and News. The task consisted inpredicting a real continuous variable from -1.0 to +1.0 representing thepolarity and intensity of sentiment concerning companies/stocks mentioned inshort texts. We modeled the task as a regression analysis problem and combinedtraditional techniques such as pre-processing short texts, bag-of-wordsrepresentations and lexical-based features with enhanced financial specificbag-of-embeddings. We used an external collection of tweets and news headlinesmentioning companies/stocks from S\&amp;P 500 to create financial word embeddingswhich are able to capture domain-specific syntactic and semantic similarities.The resulting approach obtained a cosine similarity score of 0.69 in sub-task5.1 - Microblogs and 0.68 in sub-task 5.2 - News Headlines.","['cs.CL', 'cs.IR']",,http://arxiv.org/abs/1704.05091v1,,
373,Trivial Transfer Learning for Low-Resource Neural Machine Translation,"['Ondřej Bojar', 'Tom Kocmi']",2018-09-02T15:24:15Z,2018-09-02T15:24:15Z,"Transfer learning has been proven as an effective technique for neuralmachine translation under low-resource conditions. Existing methods require acommon target language, language relatedness, or specific training tricks andregimes. We present a simple transfer learning method, where we first train a""parent"" model for a high-resource language pair and then continue the trainingon a lowresource pair only by replacing the training corpus. This ""child"" modelperforms significantly better than the baseline trained for lowresource paironly. We are the first to show this for targeting different languages, and weobserve the improvements even for unrelated languages with different alphabets.",['cs.CL'],,http://arxiv.org/abs/1809.00357v1,,
374,Learning the grammar of prescription: recurrent neural network grammars  for medication information extraction in clinical texts,"['Antoine Neuraz', 'Ivan Lerner', 'Jordan Jouffroy', 'Anita Burgun']",2020-04-24T09:43:14Z,2020-04-24T09:43:14Z,"In this study, we evaluated the RNNG, a neural top-down transition basedparser, for medication information extraction in clinical texts. We evaluatedthis model on a French clinical corpus. The task was to extract the name of adrug (or class of drug), as well as fields informing its administration:frequency, dosage, duration, condition and route of administration. We comparedthe RNNG model that jointly identify entities and their relations with separateBiLSTMs models for entities and relations as baselines. We call seq-BiLSTMs thebaseline models for relations extraction that takes as extra-input the outputof the BiLSTMs for entities. RNNG outperforms seq-BiLSTM for identifyingrelations, with on average 88.5% [87.2-89.8] versus 84.6 [83.1-86.1] F-measure.However, RNNG is weaker than the baseline BiLSTM on detecting entities, with onaverage 82.4 [80.8-83.8] versus 84.1 [82.7-85.6] % F- measure. RNNG trainedonly for detecting relations is weaker than RNNG with the joint modellingobjective, 87.4 [85.8-88.8] versus 88.5% [87.2-89.8]. The performance of RNNGon relations can be explained both by the model architecture, which providesshortcut between distant parts of the sentence, and the joint modellingobjective which allow the RNNG to learn richer representations. RNNG isefficient for modeling relations between entities in medical texts and itsperformances are close to those of a BiLSTM for entity detection.",['cs.CL'],,http://arxiv.org/abs/2004.11622v1,,
375,Disorder-robust high-field superconducting phase of FeSe single crystals,"['Y. Meng', 'X. L. Yi', 'Y. F. Zhang', 'C. Y. Xi', 'Y. Q. Pan', 'L. Pi', 'T. Tamegai', 'Nan Zhou', 'Yue Sun', 'Z. S. Wang', 'J. J. Feng', 'C. Q. Xu', 'Zhixiang Shi', 'Xiangzhuo Xing']",2021-02-04T00:57:15Z,2021-02-04T00:57:15Z,"When exposed to high magnetic fields, certain materials manifest an exoticsuperconducting (SC) phase that attracts considerable attention. A proposedexplanation of the origin of the high-field phase is theFulde-Ferrel-Larkin-Ovchinnikov (FFLO) state. This state is characterized byinhomogeneous superconductivity, where the Cooper pairs have finitecenter-of-mass momenta. Recently, the high-field phase has been observed inFeSe, and it was deemed to originate from the FFLO state. Here, we synthesizedFeSe single crystals with different levels of disorders. The level of disorderis expressed by the ratio of the mean free path to the coherence length andranges between 35 and 1.2. The upper critical field $B_{\rm{c}2}$ wassystematically studied over a wide range of temperatures, which went as low as$\sim$ 0.5 K, and magnetic fields, which went up to $\sim$ 38 T along the $c$axis and in the $ab$ plane. In the high-field region parallel to the $ab$plane, an unusual SC phase was confirmed in all the crystals, and the phase wasfound to be robust to disorders. This result suggests that the high-filed SCstate in FeSe may not be a FFLO state, which should be sensitive to disorders.","['cond-mat.supr-con', 'cond-mat.str-el']",,http://arxiv.org/abs/2102.02353v1,,
376,Fake News Detection System using XLNet model with Topic Distributions:  CONSTRAINT@AAAI2021 Shared Task,"['Venktesh V', 'Sarah Masud', 'Akansha Gautam']",2021-01-12T16:23:24Z,2021-01-12T16:23:24Z,"With the ease of access to information, and its rapid dissemination over theinternet (both velocity and volume), it has become challenging to filter outtruthful information from fake ones. The research community is now faced withthe task of automatic detection of fake news, which carries real-worldsocio-political impact. One such research contribution came in the form of theConstraint@AAA12021 Shared Task on COVID19 Fake News Detection in English. Inthis paper, we shed light on a novel method we proposed as a part of thisshared task. Our team introduced an approach to combine topical distributionsfrom Latent Dirichlet Allocation (LDA) with contextualized representations fromXLNet. We also compared our method with existing baselines to show that XLNet +Topic Distributions outperforms other approaches by attaining an F1-score of0.967.",['cs.CL'],,http://arxiv.org/abs/2101.11425v1,,
377,A Deep Learning Approach for Automatic Detection of Fake News,"['Asif Ekbal', 'Tanik Saikh', 'Arkadipta De', 'Pushpak Bhattacharyya']",2020-05-11T09:07:46Z,2020-05-11T09:07:46Z,"Fake news detection is a very prominent and essential task in the field ofjournalism. This challenging problem is seen so far in the field of politics,but it could be even more challenging when it is to be determined in themulti-domain platform. In this paper, we propose two effective models based ondeep learning for solving fake news detection problem in online news contentsof multiple domains. We evaluate our techniques on the two recently releaseddatasets, namely FakeNews AMT and Celebrity for fake news detection. Theproposed systems yield encouraging performance, outperforming the currenthandcrafted feature engineering based state-of-the-art system with asignificant margin of 3.08% and 9.3% by the two models, respectively. In orderto exploit the datasets, available for the related tasks, we performcross-domain analysis (i.e. model trained on FakeNews AMT and tested onCelebrity and vice versa) to explore the applicability of our systems acrossthe domains.","['cs.CL', 'cs.LG']",,http://arxiv.org/abs/2005.04938v1,,
378,Finding Syntax in Human Encephalography with Beam Search,"['Chris Dyer', 'John Hale', 'Jonathan R. Brennan', 'Adhiguna Kuncoro']",2018-06-11T17:51:23Z,2018-06-11T17:51:23Z,"Recurrent neural network grammars (RNNGs) are generative models of(tree,string) pairs that rely on neural networks to evaluate derivationalchoices. Parsing with them using beam search yields a variety of incrementalcomplexity metrics such as word surprisal and parser action count. When used asregressors against human electrophysiological responses to naturalistic text,they derive two amplitude effects: an early peak and a P600-like later peak. Bycontrast, a non-syntactic neural language model yields no reliable effects.Model comparisons attribute the early peak to syntactic composition within theRNNG. This pattern of results recommends the RNNG+beam search combination as amechanistic model of the syntactic processing that occurs during normal humanlanguage comprehension.",['cs.CL'],,http://arxiv.org/abs/1806.04127v1,,
379,Lexicons and Minimum Risk Training for Neural Machine Translation:  NAIST-CMU at WAT2016,['Graham Neubig'],2016-10-20T19:10:09Z,2016-10-20T19:10:09Z,"This year, the Nara Institute of Science and Technology (NAIST)/CarnegieMellon University (CMU) submission to the Japanese-English translation track ofthe 2016 Workshop on Asian Translation was based on attentional neural machinetranslation (NMT) models. In addition to the standard NMT model, we make anumber of improvements, most notably the use of discrete translation lexiconsto improve probability estimates, and the use of minimum risk training tooptimize the MT system for BLEU score. As a result, our system achieved thehighest translation evaluation scores for the task.",['cs.CL'],,http://arxiv.org/abs/1610.06542v1,,
380,SemEval-2015 Task 10: Sentiment Analysis in Twitter,"['Alan Ritter', 'Sara Rosenthal', 'Svetlana Kiritchenko', 'Preslav Nakov', 'Veselin Stoyanov', 'Saif M Mohammad']",2019-12-05T05:08:36Z,2019-12-05T05:08:36Z,"In this paper, we describe the 2015 iteration of the SemEval shared task onSentiment Analysis in Twitter. This was the most popular sentiment analysisshared task to date with more than 40 teams participating in each of the lastthree years. This year's shared task competition consisted of five sentimentprediction subtasks. Two were reruns from previous years: (A) sentimentexpressed by a phrase in the context of a tweet, and (B) overall sentiment of atweet. We further included three new subtasks asking to predict (C) thesentiment towards a topic in a single tweet, (D) the overall sentiment towardsa topic in a set of tweets, and (E) the degree of prior polarity of a phrase.","['cs.CL', 'cs.IR', 'cs.LG', '68T50', 'I.2.7']",,http://arxiv.org/abs/1912.02387v1,,
381,Non-Markovian Control with Gated End-to-End Memory Policy Networks,"['Julien Perez', 'Tomi Silander']",2017-05-31T09:00:44Z,2017-05-31T09:00:44Z,"Partially observable environments present an important open challenge in thedomain of sequential control learning with delayed rewards. Despite numerousattempts during the two last decades, the majority of reinforcement learningalgorithms and associated approximate models, applied to this context, stillassume Markovian state transitions. In this paper, we explore the use of arecently proposed attention-based model, the Gated End-to-End Memory Network,for sequential control. We call the resulting model the Gated End-to-End MemoryPolicy Network. More precisely, we use a model-free value-based algorithm tolearn policies for partially observed domains using this memory-enhanced neuralnetwork. This model is end-to-end learnable and it features unbounded memory.Indeed, because of its attention mechanism and associated non-parametricmemory, the proposed model allows us to define an attention mechanism over theobservation stream unlike recurrent models. We show encouraging results thatillustrate the capability of our attention-based model in the context of thecontinuous-state non-stationary control problem of stock trading. We alsopresent an OpenAI Gym environment for simulated stock exchange and explain itsrelevance as a benchmark for the field of non-Markovian decision processlearning.","['stat.ML', 'cs.AI', 'cs.LG', 'cs.NE']",,http://arxiv.org/abs/1705.10993v1,,
382,An Argument-Marker Model for Syntax-Agnostic Proto-Role Labeling,"['Anette Frank', 'Juri Opitz']",2019-02-04T18:11:36Z,2019-04-12T07:47:44Z,"Semantic proto-role labeling (SPRL) is an alternative to semantic rolelabeling (SRL) that moves beyond a categorical definition of roles, followingDowty's feature-based view of proto-roles. This theory determines agenthood vs.patienthood based on a participant's instantiation of more or less typicalagent vs. patient properties, such as, for example, volition in an event. Toperform SPRL, we develop an ensemble of hierarchical models with self-attentionand concurrently learned predicate-argument-markers. Our method is competitivewith the state-of-the art, overall outperforming previous work in twoformulations of the task (multi-label and multi-variate Likert scaleprediction). In contrast to previous work, our results do not depend on goldargument heads derived from supplementary gold tree banks.",['cs.CL'],,http://arxiv.org/abs/1902.01349v2,,
383,Sequence-Level Knowledge Distillation for Model Compression of  Attention-based Sequence-to-Sequence Speech Recognition,"['Koichi Shinoda', ""Raden Mu'az Mun'im"", 'Nakamasa Inoue']",2018-11-12T02:55:55Z,2018-11-12T02:55:55Z,"We investigate the feasibility of sequence-level knowledge distillation ofSequence-to-Sequence (Seq2Seq) models for Large Vocabulary Continuous SpeechRecognition (LVSCR). We first use a pre-trained larger teacher model togenerate multiple hypotheses per utterance with beam search. With the sameinput, we then train the student model using these hypotheses generated fromthe teacher as pseudo labels in place of the original ground truth labels. Weevaluate our proposed method using Wall Street Journal (WSJ) corpus. Itachieved up to $ 9.8 \times$ parameter reduction with accuracy loss of up to7.0\% word-error rate (WER) increase",['cs.CL'],,http://arxiv.org/abs/1811.04531v1,,
384,PlusEmo2Vec at SemEval-2018 Task 1: Exploiting emotion knowledge from  emoji and #hashtags,"['Pascale Fung', 'Peng Xu', 'Ji Ho Park']",2018-04-23T08:30:46Z,2018-04-23T08:30:46Z,This paper describes our system that has been submitted to SemEval-2018 Task1: Affect in Tweets (AIT) to solve five subtasks. We focus on modeling bothsentence and word level representations of emotion inside texts through largedistantly labeled corpora with emojis and hashtags. We transfer the emotionalknowledge by exploiting neural network models as feature extractors and usethese representations for traditional machine learning models such as supportvector regression (SVR) and logistic regression to solve the competition tasks.Our system is placed among the Top3 for all subtasks we participated.,['cs.CL'],,http://arxiv.org/abs/1804.08280v1,,
385,Binarizer at SemEval-2018 Task 3: Parsing dependency and deep learning  for irony detection,"['Muktabh Mayank Srivastava', 'Nishant Nikhil']",2018-05-03T04:53:06Z,2018-05-03T04:53:06Z,"In this paper, we describe the system submitted for the SemEval 2018 Task 3(Irony detection in English tweets) Subtask A by the team Binarizer. Ironydetection is a key task for many natural language processing works. Our methodtreats ironical tweets to consist of smaller parts containing differentemotions. We break down tweets into separate phrases using a dependency parser.We then embed those phrases using an LSTM-based neural network model which ispre-trained to predict emoticons for tweets. Finally, we train afully-connected network to achieve classification.",['cs.CL'],,http://arxiv.org/abs/1805.01112v1,,
386,Multimodal Emoji Prediction,"['Horacio Saggion', 'Miguel Ballesteros', 'Francesco Ronzano', 'Francesco Barbieri']",2018-03-06T19:23:24Z,2018-04-17T14:02:19Z,"Emojis are small images that are commonly included in social media textmessages. The combination of visual and textual content in the same messagebuilds up a modern way of communication, that automatic systems are not used todeal with. In this paper we extend recent advances in emoji prediction byputting forward a multimodal approach that is able to predict emojis inInstagram posts. Instagram posts are composed of pictures together with textswhich sometimes include emojis. We show that these emojis can be predicted byusing the text, but also using the picture. Our main finding is thatincorporating the two synergistic modalities, in a combined model, improvesaccuracy in an emoji prediction task. This result demonstrates that these twomodalities (text and images) encode different information on the use of emojisand therefore can complement each other.",['cs.CL'],,http://arxiv.org/abs/1803.02392v2,,
387,HFL-RC System at SemEval-2018 Task 11: Hybrid Multi-Aspects Model for  Commonsense Reading Comprehension,"['Zhipeng Chen', 'Wentao Ma', 'Yiming Cui', 'Ting Liu', 'Shijin Wang', 'Guoping Hu']",2018-03-15T09:30:12Z,2018-03-15T09:30:12Z,"This paper describes the system which got the state-of-the-art results atSemEval-2018 Task 11: Machine Comprehension using Commonsense Knowledge. Inthis paper, we present a neural network called Hybrid Multi-Aspects (HMA)model, which mimic the human's intuitions on dealing with the multiple-choicereading comprehension. In this model, we aim to produce the predictions inmultiple aspects by calculating attention among the text, question and choices,and combine these results for final predictions. Experimental results show thatour HMA model could give substantial improvements over the baseline system andgot the first place on the final test set leaderboard with the accuracy of84.13%.",['cs.CL'],,http://arxiv.org/abs/1803.05655v1,,
388,Examining Gender and Race Bias in Two Hundred Sentiment Analysis Systems,"['Svetlana Kiritchenko', 'Saif M. Mohammad']",2018-05-11T17:57:40Z,2018-05-11T17:57:40Z,"Automatic machine learning systems can inadvertently accentuate andperpetuate inappropriate human biases. Past work on examining inappropriatebiases has largely focused on just individual systems. Further, there is nobenchmark dataset for examining inappropriate biases in systems. Here for thefirst time, we present the Equity Evaluation Corpus (EEC), which consists of8,640 English sentences carefully chosen to tease out biases towards certainraces and genders. We use the dataset to examine 219 automatic sentimentanalysis systems that took part in a recent shared task, SemEval-2018 Task 1'Affect in Tweets'. We find that several of the systems show statisticallysignificant bias; that is, they consistently provide slightly higher sentimentintensity predictions for one race or one gender. We make the EEC freelyavailable.",['cs.CL'],,http://arxiv.org/abs/1805.04508v1,,
